From Date,PM2.5,PM10,NO2,SO2,CO,Ozone,SR,RH,WS,WD
2019-06-20 00:00,33.20415102,45.94,4.55,12.6,1.25,18.93,22.49,83.41,14.66,74.56
2019-06-20 00:15,38.33,45.4,4.12,14.75,1.24,19.48,22.5,83.38,18.38,68.3
2019-06-20 00:30,33.79,44.22,3.96,9.53,1.13,20.46,22.49,82.67,14.52,68.01
2019-06-20 00:45,30.86,43.78,3.72,9.79,1.12,22.26,22.5,81.08,14.74,68.23
2019-06-20 01:00,29.99,43.02,3.9,9.09,1.09,21.23,22.5,82.13,16.89,78.35
2019-06-20 01:15,28.09,41.87,4.45,8.54,1.08,21.52,22.48,83.38,16.84,60.72
2019-06-20 01:30,26.96,40.3,4.21,9.69,1.11,22.45,22.47,84.08,17.2,82.69
2019-06-20 01:45,26.6,38.74,4,9.65,1.13,23.67,22.47,83.34,16.89,69.66
2019-06-20 02:00,27.15,37.55,4.29,11.41,1.19,23.24,22.48,84.01,12.94,79.19
2019-06-20 02:15,28.77,36.65,4.78,12.68,1.25,25.83,22.48,83.32,20.71,77.56
2019-06-20 02:30,29.22,36.15,4.94,16.52,1.32,25.54,22.51,84.72,20.01,77.82
2019-06-20 02:45,30.73,35.68,4.06,20.15,1.17,25.89,22.5,84.35,16.86,76.79
2019-06-20 03:00,31.24,35.95,3.59,13.52,1.08,27.81,22.48,84.41,16.52,78.38
2019-06-20 03:15,31.29,36.11,3.59,10.68,1.04,26.97,22.48,84.28,17.64,56.5
2019-06-20 03:30,31.52,36.05,3.48,9.81,1.04,25.98,22.49,84.22,10.93,62.09
2019-06-20 03:45,31.39,36.08,3.59,9,1.03,26.56,22.48,84.15,15.33,55.31
2019-06-20 04:00,31.04,35.24,3.62,8.91,1.03,26.59,22.49,84.32,13.91,72.86
2019-06-20 04:15,29.82,33.78,3.54,9.78,1.03,27.56,22.51,84.57,14.15,67.74
2019-06-20 04:30,29.19,32.12,3.29,10.05,1.07,26.61,22.47,83.89,13.72,76.78
2019-06-20 04:45,29.19,31.43,4.99,11.22,1.28,25.25,22.48,84.75,14.27,69.86
2019-06-20 05:00,30.39,32.04,4.69,11.38,1.27,24.39,22.49,84.6,14.96,70.85
2019-06-20 05:15,33.1,33.8,4.57,9.7,1.23,23.58,22.48,84.55,13.54,71.49
2019-06-20 05:30,35.45,35.52,3.89,8.76,1.07,23.63,22.51,84.3,13.56,70.67
2019-06-20 05:45,35.16666667,35.2775,3.7,8.52,1.05,23.25,23.4,85.45,13.99,36.86
2019-06-20 06:00,34.88333333,35.035,4.35,8.59,1.1,22.36,29.63,84.55,14.04,64.42
2019-06-20 06:15,34.6,34.7925,4.26,8.97,1.16,23.53,46.85,84.7,16.08,96.55
2019-06-20 06:30,34.31666667,34.55,4.02,8.68,1.12,22.99,66.61,84.64,13.59,59.17
2019-06-20 06:45,34.03333333,34.3075,3.9,8.62,1.07,23.82,99.12,84.56,13.59,90.99
2019-06-20 07:00,33.75,34.065,3.89,8.36,1.06,23.96,200.76,83.48,15.25,66.22
2019-06-20 07:15,33.46666667,33.8225,4.5,8.89,1.07,22.28,253.91,80.54,13.71,59.13
2019-06-20 07:30,33.18333333,33.58,5.89,8.23,1.1,23.15,308.21,78.5,13.59,77.13
2019-06-20 07:45,32.9,33.3375,7.27,12.64,1.22,21.37,358.1,76.34,15.58,59.29
2019-06-20 08:00,32.61666667,33.095,9.54,9.53,1.15,19.47,402.26,72.93,15.97,64.21
2019-06-20 08:15,32.33333333,32.8525,12.97,9.44,1.1,17.89,446.03,70.4,17.81,72.17
2019-06-20 08:30,32.05,32.61,13.81,9.85,1.07,20.84,491.39,69.68,19.45,66.07
2019-06-20 08:45,29.8,32.74,12.97,9.95,1.02,24.3,537.57,68.53,17.39,68.38
2019-06-20 09:00,28.94,33.64,14.86,9.3,0.98,25.15,576.42,66.36,17.27,57.02
2019-06-20 09:15,28.14,35.15,23.53,11.03,1,12.96,615.45,62.65,23.16,87.54
2019-06-20 09:30,27.92,37.66,24.9,10.58,0.96,19.51,655.69,59.49,23.55,71.36
2019-06-20 09:45,28.04,40.85,20.37,10.61,0.92,25.91,688.75,58.26,19.27,98.24
2019-06-20 10:00,28.76,43.79,18.29,9.52,0.9,22.07,723.59,55.34,24.33,65.12
2019-06-20 10:15,28.61,44.66,17.45,9.57,0.87,29.47,749.65,53.04,22.93,72.19
2019-06-20 10:30,28.23,45.39,16.74,9.19,0.85,29.78,619.47,53.44,19.74,56.11
2019-06-20 10:45,27.53,45.06,13.98,9.39,0.85,28.94,794.19,52.13,18.59,49.15
2019-06-20 11:00,27.58,45.01,19.88,10.16,0.86,23.94,817.8,52.31,20.81,72.35
2019-06-20 11:15,27.48,44.84,19.98,10.34,0.87,26.06,789.17,54.91,21.7,86.68
2019-06-20 11:30,27.65,46.4,16.86,9.5,0.85,34.41,603.58,56.17,22.37,73.93
2019-06-20 11:45,30.12,48.48,14.64,9.73,0.85,36.38,854.14,56.84,22.76,91.55
2019-06-20 12:00,35.61,50.03,11.21,9.35,0.84,37.26,799.99,55.28,19.88,62.6
2019-06-20 12:15,35.29902655,49.63793814,11.54258427,9.613483146,0.868089888,37.15933333,795.5925843,54.85146067,19.83337079,62.77719101
2019-06-20 12:30,34.9880531,49.24587629,11.87516854,9.876966292,0.896179775,37.05866667,791.1951685,54.42292135,19.78674157,62.95438202
2019-06-20 12:45,34.67707965,48.85381443,12.20775281,10.14044944,0.924269663,36.958,786.7977528,53.99438202,19.74011236,63.13157303
2019-06-20 13:00,34.36610619,48.46175258,12.54033708,10.40393258,0.952359551,36.85733333,782.4003371,53.5658427,19.69348315,63.30876404
2019-06-20 13:15,34.05513274,48.06969072,12.87292135,10.66741573,0.980449438,36.75666667,778.0029213,53.13730337,19.64685393,63.48595506
2019-06-20 13:30,33.74415929,47.67762887,13.20550562,10.93089888,1.008539326,36.656,773.6055056,52.70876404,19.60022472,63.66314607
2019-06-20 13:45,33.43318584,47.28556701,13.53808989,11.19438202,1.036629213,36.55533333,769.2080899,52.28022472,19.55359551,63.84033708
2019-06-20 14:00,33.12221239,46.89350515,13.87067416,11.45786517,1.064719101,36.45466667,764.8106742,51.85168539,19.50696629,64.01752809
2019-06-20 14:15,32.81123894,46.5014433,14.20325843,11.72134831,1.092808989,36.354,760.4132584,51.42314607,19.46033708,64.1947191
2019-06-20 14:30,32.50026549,46.10938144,14.5358427,11.98483146,1.120898876,36.25333333,756.0158427,50.99460674,19.41370787,64.37191011
2019-06-20 14:45,32.18929204,45.71731959,14.86842697,12.24831461,1.148988764,36.15266667,751.618427,50.56606742,19.36707865,64.54910112
2019-06-20 15:00,31.87831858,45.32525773,15.20101124,12.51179775,1.177078652,36.052,747.2210112,50.13752809,19.32044944,64.72629213
2019-06-20 15:15,31.56734513,44.93319588,15.53359551,12.7752809,1.205168539,35.95133333,742.8235955,49.70898876,19.27382022,64.90348315
2019-06-20 15:30,31.25637168,44.54113402,15.86617978,13.03876404,1.233258427,35.85066667,738.4261798,49.28044944,19.22719101,65.08067416
2019-06-20 15:45,30.94539823,44.14907216,16.19876404,13.30224719,1.261348315,35.75,734.028764,48.85191011,19.1805618,65.25786517
2019-06-20 16:00,30.63442478,43.75701031,16.53134831,13.56573034,1.289438202,35.64933333,729.6313483,48.42337079,19.13393258,65.43505618
2019-06-20 16:15,30.32345133,43.36494845,16.86393258,13.82921348,1.31752809,35.54866667,725.2339326,47.99483146,19.08730337,65.61224719
2019-06-20 16:30,30.01247788,42.9728866,17.19651685,14.09269663,1.345617978,35.448,720.8365169,47.56629213,19.04067416,65.7894382
2019-06-20 16:45,29.70150442,42.58082474,17.52910112,14.35617978,1.373707865,35.34733333,716.4391011,47.13775281,18.99404494,65.96662921
2019-06-20 17:00,29.39053097,42.18876289,17.86168539,14.61966292,1.401797753,35.24666667,712.0416854,46.70921348,18.94741573,66.14382022
2019-06-20 17:15,29.07955752,41.79670103,18.19426966,14.88314607,1.42988764,35.146,707.6442697,46.28067416,18.90078652,66.32101124
2019-06-20 17:30,28.76858407,41.40463918,18.52685393,15.14662921,1.457977528,35.04533333,703.2468539,45.85213483,18.8541573,66.49820225
2019-06-20 17:45,28.45761062,41.01257732,18.8594382,15.41011236,1.486067416,34.94466667,698.8494382,45.42359551,18.80752809,66.67539326
2019-06-20 18:00,28.14663717,40.62051546,19.19202247,15.67359551,1.514157303,34.844,694.4520225,44.99505618,18.76089888,66.85258427
2019-06-20 18:15,27.83566372,40.22845361,19.52460674,15.93707865,1.542247191,34.74333333,690.0546067,44.56651685,18.71426966,67.02977528
2019-06-20 18:30,27.52469027,39.83639175,19.85719101,16.2005618,1.570337079,34.64266667,685.657191,44.13797753,18.66764045,67.20696629
2019-06-20 18:45,27.21371681,39.4443299,20.18977528,16.46404494,1.598426966,34.542,681.2597753,43.7094382,18.62101124,67.3841573
2019-06-20 19:00,26.90274336,39.05226804,20.52235955,16.72752809,1.626516854,34.44133333,676.8623596,43.28089888,18.57438202,67.56134831
2019-06-20 19:15,26.59176991,38.66020619,20.85494382,16.99101124,1.654606742,34.34066667,672.4649438,42.85235955,18.52775281,67.73853933
2019-06-20 19:30,26.28079646,38.26814433,21.18752809,17.25449438,1.682696629,34.24,668.0675281,42.42382022,18.4811236,67.91573034
2019-06-20 19:45,25.96982301,37.87608247,21.52011236,17.51797753,1.710786517,34.13933333,663.6701124,41.9952809,18.43449438,68.09292135
2019-06-20 20:00,25.65884956,37.48402062,21.85269663,17.78146067,1.738876404,34.03866667,659.2726966,41.56674157,18.38786517,68.27011236
2019-06-20 20:15,25.34787611,37.09195876,22.1852809,18.04494382,1.766966292,33.938,654.8752809,41.13820225,18.34123596,68.44730337
2019-06-20 20:30,25.03690265,36.69989691,22.51786517,18.30842697,1.79505618,33.83733333,650.4778652,40.70966292,18.29460674,68.62449438
2019-06-20 20:45,24.7259292,36.30783505,22.85044944,18.57191011,1.823146067,33.73666667,646.0804494,40.2811236,18.24797753,68.80168539
2019-06-20 21:00,24.41495575,35.9157732,23.18303371,18.83539326,1.851235955,33.636,641.6830337,39.85258427,18.20134831,68.9788764
2019-06-20 21:15,24.1039823,35.52371134,23.51561798,19.0988764,1.879325843,33.53533333,637.285618,39.42404494,18.1547191,69.15606742
2019-06-20 21:30,23.79300885,35.13164948,23.84820225,19.36235955,1.90741573,33.43466667,632.8882022,38.99550562,18.10808989,69.33325843
2019-06-20 21:45,23.4820354,34.73958763,24.18078652,19.6258427,1.935505618,33.334,628.4907865,38.56696629,18.06146067,69.51044944
2019-06-20 22:00,23.17106195,34.34752577,24.51337079,19.88932584,1.963595506,33.23333333,624.0933708,38.13842697,18.01483146,69.68764045
2019-06-20 22:15,22.8600885,33.95546392,24.84595506,20.15280899,1.991685393,33.13266667,619.6959551,37.70988764,17.96820225,69.86483146
2019-06-20 22:30,22.54911504,33.56340206,25.17853933,20.41629213,2.019775281,33.032,615.2985393,37.28134831,17.92157303,70.04202247
2019-06-20 22:45,22.23814159,33.17134021,25.5111236,20.67977528,2.047865169,32.93133333,610.9011236,36.85280899,17.87494382,70.21921348
2019-06-20 23:00,21.92716814,32.77927835,25.84370787,20.94325843,2.075955056,32.83066667,606.5037079,36.42426966,17.82831461,70.39640449
2019-06-20 23:15,21.61619469,32.38721649,26.17629213,21.20674157,2.104044944,32.73,602.1062921,35.99573034,17.78168539,70.57359551
2019-06-20 23:30,21.30522124,31.99515464,26.5088764,21.47022472,2.132134831,32.62933333,597.7088764,35.56719101,17.73505618,70.75078652
2019-06-20 23:45,20.99424779,31.60309278,26.84146067,21.73370787,2.160224719,32.52866667,593.3114607,35.13865169,17.68842697,70.92797753
2019-06-21 00:00,20.68327434,31.21103093,27.17404494,21.99719101,2.188314607,32.428,588.9140449,34.71011236,17.64179775,71.10516854
2019-06-21 00:15,20.37230088,30.81896907,27.50662921,22.26067416,2.216404494,32.32733333,584.5166292,34.28157303,17.59516854,71.28235955
2019-06-21 00:30,20.06132743,30.42690722,27.83921348,22.5241573,2.244494382,32.22666667,580.1192135,33.85303371,17.54853933,71.45955056
2019-06-21 00:45,19.75035398,30.03484536,28.17179775,22.78764045,2.27258427,32.126,575.7217978,33.42449438,17.50191011,71.63674157
2019-06-21 01:00,19.43938053,29.64278351,28.50438202,23.0511236,2.300674157,32.02533333,571.324382,32.99595506,17.4552809,71.81393258
2019-06-21 01:15,19.12840708,29.25072165,28.83696629,23.31460674,2.328764045,31.92466667,566.9269663,32.56741573,17.40865169,71.9911236
2019-06-21 01:30,18.81743363,28.85865979,29.16955056,23.57808989,2.356853933,31.824,562.5295506,32.1388764,17.36202247,72.16831461
2019-06-21 01:45,18.50646018,28.46659794,29.50213483,23.84157303,2.38494382,31.72333333,558.1321348,31.71033708,17.31539326,72.34550562
2019-06-21 02:00,18.19548673,28.07453608,29.8347191,24.10505618,2.413033708,31.62266667,553.7347191,31.28179775,17.26876404,72.52269663
2019-06-21 02:15,17.88451327,27.68247423,30.16730337,24.36853933,2.441123596,31.522,549.3373034,30.85325843,17.22213483,72.69988764
2019-06-21 02:30,17.57353982,27.29041237,30.49988764,24.63202247,2.469213483,31.42133333,544.9398876,30.4247191,17.17550562,72.87707865
2019-06-21 02:45,17.26256637,26.89835052,30.83247191,24.89550562,2.497303371,31.32066667,540.5424719,29.99617978,17.1288764,73.05426966
2019-06-21 03:00,16.95159292,26.50628866,31.16505618,25.15898876,2.525393258,31.22,536.1450562,29.56764045,17.08224719,73.23146067
2019-06-21 03:15,16.64061947,26.1142268,31.49764045,25.42247191,2.553483146,31.11933333,531.7476404,29.13910112,17.03561798,73.40865169
2019-06-21 03:30,16.32964602,25.72216495,31.83022472,25.68595506,2.581573034,31.01866667,527.3502247,28.7105618,16.98898876,73.5858427
2019-06-21 03:45,16.01867257,25.33010309,32.16280899,25.9494382,2.609662921,30.918,522.952809,28.28202247,16.94235955,73.76303371
2019-06-21 04:00,15.70769912,24.93804124,32.49539326,26.21292135,2.637752809,30.81733333,518.5553933,27.85348315,16.89573034,73.94022472
2019-06-21 04:15,15.39672566,24.54597938,32.82797753,26.47640449,2.665842697,30.71666667,514.1579775,27.42494382,16.84910112,74.11741573
2019-06-21 04:30,15.08575221,24.15391753,33.1605618,26.73988764,2.693932584,30.616,509.7605618,26.99640449,16.80247191,74.29460674
2019-06-21 04:45,14.77477876,23.76185567,33.49314607,27.00337079,2.722022472,30.51533333,505.3631461,26.56786517,16.7558427,74.47179775
2019-06-21 05:00,14.46380531,23.36979381,33.82573034,27.26685393,2.75011236,30.41466667,500.9657303,26.13932584,16.70921348,74.64898876
2019-06-21 05:15,14.15283186,22.97773196,34.15831461,27.53033708,2.778202247,30.314,496.5683146,25.71078652,16.66258427,74.82617978
2019-06-21 05:30,13.84185841,22.5856701,34.49089888,27.79382022,2.806292135,30.21333333,492.1708989,25.28224719,16.61595506,75.00337079
2019-06-21 05:45,13.53088496,22.19360825,34.82348315,28.05730337,2.834382022,30.11266667,487.7734831,24.85370787,16.56932584,75.1805618
2019-06-21 06:00,13.2199115,21.80154639,35.15606742,28.32078652,2.86247191,30.012,483.3760674,24.42516854,16.52269663,75.35775281
2019-06-21 06:15,12.90893805,21.40948454,35.48865169,28.58426966,2.890561798,29.91133333,478.9786517,23.99662921,16.47606742,75.53494382
2019-06-21 06:30,12.5979646,21.01742268,35.82123596,28.84775281,2.918651685,29.81066667,474.581236,23.56808989,16.4294382,75.71213483
2019-06-21 06:45,12.28699115,20.62536082,36.15382022,29.11123596,2.946741573,29.71,470.1838202,23.13955056,16.38280899,75.88932584
2019-06-21 07:00,11.9760177,20.23329897,36.48640449,29.3747191,2.974831461,29.60933333,465.7864045,22.71101124,16.33617978,76.06651685
2019-06-21 07:15,11.66504425,19.84123711,36.81898876,29.63820225,3.002921348,29.50866667,461.3889888,22.28247191,16.28955056,76.24370787
2019-06-21 07:30,11.3540708,19.44917526,37.15157303,29.90168539,3.031011236,29.408,456.991573,21.85393258,16.24292135,76.42089888
2019-06-21 07:45,11.04309735,19.0571134,37.4841573,30.16516854,3.059101124,29.30733333,452.5941573,21.42539326,16.19629213,76.59808989
2019-06-21 08:00,10.73212389,18.66505155,37.81674157,30.42865169,3.087191011,29.20666667,448.1967416,20.99685393,16.14966292,76.7752809
2019-06-21 08:15,10.42115044,18.27298969,38.14932584,30.69213483,3.115280899,29.106,443.7993258,20.56831461,16.10303371,76.95247191
2019-06-21 08:30,10.11017699,17.88092784,38.48191011,30.95561798,3.143370787,29.00533333,439.4019101,20.13977528,16.05640449,77.12966292
2019-06-21 08:45,9.79920354,17.48886598,38.81449438,31.21910112,3.171460674,28.90466667,435.0044944,19.71123596,16.00977528,77.30685393
2019-06-21 09:00,9.488230088,17.09680412,39.14707865,31.48258427,3.199550562,28.804,430.6070787,19.28269663,15.96314607,77.48404494
2019-06-21 09:15,9.177256637,16.70474227,39.47966292,31.74606742,3.227640449,28.70333333,426.2096629,18.8541573,15.91651685,77.66123596
2019-06-21 09:30,8.866283186,16.31268041,39.81224719,32.00955056,3.255730337,28.60266667,421.8122472,18.42561798,15.86988764,77.83842697
2019-06-21 09:45,8.555309735,15.92061856,40.14483146,32.27303371,3.283820225,28.502,417.4148315,17.99707865,15.82325843,78.01561798
2019-06-21 10:00,8.244336283,15.5285567,40.47741573,32.53651685,3.311910112,28.40133333,413.0174157,17.56853933,15.77662921,78.19280899
2019-06-21 10:15,7.933362832,15.13649485,40.81,32.8,3.34,28.30066667,408.62,17.14,15.73,78.37
2019-06-21 10:30,7.622389381,14.74443299,25.485,22.89,2.3,28.2,477.09,27.51,13.11,51.97
2019-06-21 10:45,7.311415929,14.35237113,10.16,16.22,1.98,31.56,378.28,24.73,17.15,109.16
2019-06-21 11:00,7.000442478,13.96030928,11.29,15.34,1.77,32.63,420.38,40.05,17.53,57.81
2019-06-21 11:15,6.689469027,13.56824742,13.97,23.15,1.82,33.89,463.76,54.72,14.71,131.21
2019-06-21 11:30,6.378495575,13.17618557,9.28,28.8,1.68,37.42,448.85,52.31,20.12,68.36
2019-06-21 11:45,6.067522124,12.78412371,7.88,19.53,1.47,36.61,442.39,51.87,19.17,64.06
2019-06-21 12:00,5.756548673,12.39206186,7.72,13.77,1.33,38.49,598.21,53.81,18.65,65.64
2019-06-21 12:15,5.445575221,12,7.38,16.14,1.4,36.64,837.62,48.91,20.67,75.77
2019-06-21 12:30,5.13460177,28.27,7.75,20.12,1.37,39.18,769.09,47.97,21.46,103.06
2019-06-21 12:45,4.823628319,39.54,5.1,16.94,1.31,38.21,653.67,46.82,21.07,84.81
2019-06-21 13:00,4.512654867,45.23,7.81,15.04,1.26,37.99,572.78,47.98,23.67,80.17
2019-06-21 13:15,4.201681416,46.09,9.15,12.74,1.28,37.79,479.97,48.4,25.46,66
2019-06-21 13:30,3.890707965,45.96,9.5,12.05,1.35,40.07,568.08,49.6,14.75,82.49
2019-06-21 13:45,3.579734513,43.79,9.01,9.92,1.23,37.62,636.75,51.94,21.4,68.53
2019-06-21 14:00,3.268761062,42.56,7.48,9.63,1.14,36.2,434.99,53.06,23.5,57.71
2019-06-21 14:15,2.957787611,39.5,8.86,10.87,1.13,35.64,248.51,58.14,18.73,76.38
2019-06-21 14:30,2.646814159,38.39,5.85,11.7,1.12,40.18,254.5,60.96,16.92,89.32
2019-06-21 14:45,2.335840708,39.29,8.03,12.77,1.12,37.91,209.47,67.75,17.42,76.14
2019-06-21 15:00,2.024867257,38.87,8.19,10.41,1.09,33.84,215.93,70.31,16.37,67.36
2019-06-21 15:15,1.713893805,37.5,9.33,10.45,1.07,33.96,304.83,71.88,14.63,93.08
2019-06-21 15:30,1.402920354,36.14,11.41,9.77,1.03,34.5,358.5,75.09,21.72,52.89
2019-06-21 15:45,1.091946903,34.16,11.29,14.71,1.21,33.6,316,72.26,20.42,72.27
2019-06-21 16:00,0.780973451,34.99,12.72,23.87,1.25,35.23,286.79,70.57,14.12,107.63
2019-06-21 16:15,0.47,35.03,11.61,18.54,1.21,36.87,228.24,69.92,21.34,75.11
2019-06-21 16:30,2.44,34.63,13.09,14.5,1.31,37.49,198.48,68.3,18.02,69.97
2019-06-21 16:45,5.34,35.51,11.36,13.16,1.18,38.11,177.42,66.69,20.18,65.09
2019-06-21 17:00,9.04,36.52,15.77,19.17,1.5,33.76,149.31,65.68,18.36,91.33
2019-06-21 17:15,14.99,39.34,10.89,16.23,1.21,36.89,126.21,64.15,19.74,70.4
2019-06-21 17:30,20.82,40.71,13.36,17.67,1.24,32.78,94.65,65.94,17.44,62.11
2019-06-21 17:45,24.64,42.84,13.11,26.09,1.38,33.67,74.25,69.24,17.42,78.48
2019-06-21 18:00,28.46,45.28,12.89,24.85,1.57,31.57,53.95,68.27,14.79,90
2019-06-21 18:15,32.37,47.9,12.96,24.11,1.36,35.18,36.93,64.63,18.19,85.93
2019-06-21 18:30,35.35,49.56,9.12,29.83,1.39,39.7,26.37,63.3,21.95,88.53
2019-06-21 18:45,36.95,49.86,10.93,21.39,1.22,35.21,22.77,64.83,12.99,79.93
2019-06-21 19:00,38.88,50.74,12.11,29.59,1.23,32.35,22.48,67.41,14.44,95.09
2019-06-21 19:15,42.56,51.7,9.28,13.86,1.13,31.48,22.48,72.3,16.34,67.78
2019-06-21 19:30,45.66,52.19,9.78,11.17,1.12,31.02,22.51,75.16,17.83,97.48
2019-06-21 19:45,48.32,52.84,11.38,10.5,1.09,27.67,22.49,76.74,15.47,72.06
2019-06-21 20:00,48.73,51.93,11.97,12.99,1.13,29.78,22.48,75.51,15.35,69.76
2019-06-21 20:15,49.01,50.84,11.2,15,1.16,29.75,22.5,78.47,15.91,76.98
2019-06-21 20:30,48.66,48.87,11.43,11.32,1.11,28.39,22.48,76.59,17.03,79.38
2019-06-21 20:45,46.735,47.065,10.57,10.56,1.08,29.91,22.45,74.79,15.59,106.35
2019-06-21 21:00,44.81,45.26,11.11,9.89,1.1,27.12,22.46,76.23,12.6,72.56
2019-06-21 21:15,42.885,43.455,16.27,9.76,1.16,22.18,22.48,75.06,14.53,64.31
2019-06-21 21:30,40.96,41.65,11.99,9.62,1.17,26.33,22.48,80.45,16.33,66.36
2019-06-21 21:45,40.21,40.5,11.54,10.76,1.12,25.53,22.47,80.07,14.94,56.21
2019-06-21 22:00,40.09321429,40.35222222,10.86,12.92,1.12,25.68,22.48,82.3,18.23,123.36
2019-06-21 22:15,39.97642857,40.20444444,10.76,9.91,1.07,24.14,22.48,80.93,14.06,77.79
2019-06-21 22:30,39.85964286,40.05666667,12.7,10.82,1.09,22.9,22.5,81.53,14.54,105.75
2019-06-21 22:45,39.74285714,39.90888889,15.68,13.6,1.33,22.25,22.48,80,14.94,78.08
2019-06-21 23:00,39.62607143,39.76111111,15.66,15.85,1.29,23.35,22.48,81.39,12.54,70.64
2019-06-21 23:15,39.50928571,39.61333333,11.34,16.37,1.18,22.6,22.5,80.83,10.41,75.23
2019-06-21 23:30,39.3925,39.46555556,12.46,12.68,1.11,22.87,22.47,81.93,13.07,71.93
2019-06-21 23:45,39.27571429,39.31777778,17.705,14.31,1.27,21.945,22.48,81.5,12.785,65.99
2019-06-22 00:00,39.15892857,39.17,22.95,15.94,1.43,21.02,22.49,81.07,12.5,60.05
2019-06-22 00:15,39.04214286,39.05736842,16.12,25.99,1.43,25.22,22.49,81.73,16.12,65.14
2019-06-22 00:30,38.92535714,38.94473684,12.68,23.62,1.24,24.48,22.47,84.35,15.09,58.35
2019-06-22 00:45,38.80857143,38.83210526,10.98,18.58,1.15,28.8,22.5,85.71,15.84,74.36
2019-06-22 01:00,38.69178571,38.71947368,10.29,17.26,1.19,26.02,22.47,85.72,18.49,60.47
2019-06-22 01:15,38.575,38.60684211,11.48,14.17,1.31,23.41,22.48,84.53,14.55,65.37
2019-06-22 01:30,38.45821429,38.49421053,13.25,14.86,1.29,21.66,22.49,84.53,11.25,102.3
2019-06-22 01:45,38.34142857,38.38157895,10.57,24.17,1.32,20.31,22.48,85.42,11.12,77.36
2019-06-22 02:00,38.22464286,38.26894737,11.05,19.44,1.35,19.94,22.47,86.19,10.33,87.66
2019-06-22 02:15,38.10785714,38.15631579,13.24,27.63,1.6,16.67,22.46,86.18,8,92.49
2019-06-22 02:30,37.99107143,38.04368421,16.45,30.19,1.58,17.5,22.47,85.38,9.5,85.5
2019-06-22 02:45,37.87428571,37.93105263,9.76,13.87,1.33,20.74,22.47,85.43,12.38,69.08
2019-06-22 03:00,37.7575,37.81842105,5.95,10.81,1.11,22.24,22.47,85.99,8.94,59.96
2019-06-22 03:15,37.64071429,37.70578947,7.07,12.63,1.13,23.99,22.47,84.89,12.4,55.97
2019-06-22 03:30,37.52392857,37.59315789,7.29,12.58,1.06,23.65,22.47,85.42,11.71,67.61
2019-06-22 03:45,37.40714286,37.48052632,8.02,10.98,1,22.71,22.48,86.2,10.64,75.82
2019-06-22 04:00,37.29035714,37.36789474,8.29,9.53,0.98,22.31,22.45,83.75,12,88.19
2019-06-22 04:15,37.17357143,37.25526316,7.25,9.98,0.97,22.55,22.48,84.8,10.69,44.55
2019-06-22 04:30,37.05678571,37.14263158,13.02,10.82,0.97,16.56,22.47,85.94,14.8,45.67
2019-06-22 04:45,36.94,37.03,15.74,9.11,0.95,15.11,22.46,83.18,14.28,97.43
2019-06-22 05:00,32.54,33.62,15.01,10.22,0.94,17.59,22.49,86.23,13.13,74.31
2019-06-22 05:15,28.55,30.97,7.81,9.69,1,24.84,22.46,84.26,16.1,57.1
2019-06-22 05:30,25.95,28.62,7.08,9.9,0.95,24.8,22.5,86.2,13.87,87.2
2019-06-22 05:45,24.16,26.54,7.24,9.29,0.98,24.07,23.48,81.22,14.44,69.5
2019-06-22 06:00,23.44,25.13,7.45,10.22,1.03,25.41,30.37,81.43,12.46,114.32
2019-06-22 06:15,23.59272727,25.14454545,6.86,10.56,0.99,24.86,45.51,81.33,14.68,80.98
2019-06-22 06:30,23.74545455,25.15909091,6.37,11.48,0.96,24.53,70.99,84.74,13.39,62.12
2019-06-22 06:45,23.89818182,25.17363636,6.19,10.66,0.94,24.3,88.85,85.2,12.52,56.9
2019-06-22 07:00,24.05090909,25.18818182,6.98,10.79,0.96,24.8,101.16,84.57,13.97,55.87
2019-06-22 07:15,24.20363636,25.20272727,8.27,12.62,0.98,24.6,88.15,83.72,14.41,98.77
2019-06-22 07:30,24.35636364,25.21727273,8.36,12.86,0.96,25.01,99.15,88.16,16.3,66.93
2019-06-22 07:45,24.50909091,25.23181818,10.28,10.61,1.1,26.98,149.09,86.03,17.98,69.81
2019-06-22 08:00,24.66181818,25.24636364,9.93,11.73,1.13,25.62,193.42,83.88,15.82,70.1
2019-06-22 08:15,24.81454545,25.26090909,8.03,11.6,1.13,27.1,197.31,84.14,17.36,73.15
2019-06-22 08:30,24.96727273,25.27545455,9.33,11.66,1.08,25.19,196.32,83.86,13.74,100.29
2019-06-22 08:45,25.12,25.29,12.42,11.88,1.06,23.73,203.33,83.64,16.68,69.54
2019-06-22 09:00,25.15,26.62,11.43,10.41,1.02,24.62,250.15,83.78,16.16,54.74
2019-06-22 09:15,25.04,27.86,10.96,11.14,1.05,23.07,337.73,83.58,12.84,74.98
2019-06-22 09:30,24.86,28.46,10.05,10.81,1.04,24.37,386.46,82.1,11.11,67.71
2019-06-22 09:45,24.34,28.98,8.19,10.29,0.98,29.34,382.29,79.25,19.08,74.83
2019-06-22 10:00,23.89,29.42,8.31,10.9,0.99,28.54,342.27,77.98,16.84,107.17
2019-06-22 10:15,23.26,29.56,9.4,10.79,1.01,27.33,318.83,78.66,18.47,69.49
2019-06-22 10:30,22.87,29.8,10.67,13.62,1.02,25.82,361.35,79.06,13.37,56.87
2019-06-22 10:45,22.12,29.32,9.01,11.32,1,31.92,358.11,77.61,16.29,50.88
