From Date,PM2.5,PM10,NO2,SO2,CO,Ozone,SR,RH,WS,WD
2019-06-27 12:15,51.07,74.07,5.54,11.3,1.21,37.53,771.05,51.98,22.83,85.36
2019-06-27 12:30,50.7,77.53,7.14,10.35,1.09,36.73,866.44,50.94,24.77,68.13
2019-06-27 12:45,49.14,79.34,5.13,10.74,1.05,36.82,841.29,47.92,25.63,79.07
2019-06-27 13:00,47.59,79.61,6,15.17,1.06,36.16,828.12,48.58,27.51,85.01
2019-06-27 13:15,46.7,78.35,7.47,16.36,1.06,35.41,754.85,49.51,26.32,73.13
2019-06-27 13:30,45.95,78.01,5.75,18.18,1.08,34.51,799.08,51.61,22.35,87.88
2019-06-27 13:45,44.85,77.8,8.46,15.01,1.22,31.91,765.69,49.79,25.73,115.11
2019-06-27 14:00,44.73,77.06,8.31,16.09,1.21,31.26,749.52,50.62,21.85,61.37
2019-06-27 14:15,44.65,76,7.9,16.68,1.24,30.73,666.3,50.29,23.12,53.94
2019-06-27 14:30,44.02,75.17,7.06,12.92,1.27,30.47,688.24,49.98,26.24,83.16
2019-06-27 14:45,42.71,73.67,6.37,18.02,1.23,30.19,650.03,49.67,25.06,77.39
2019-06-27 15:00,41.92,72.88,6.5,10.23,1.05,30.61,614.11,49.8,24.37,71.11
2019-06-27 15:15,43.26,72.7,6.94,10.27,1.1,30.62,569.71,51.59,24.43,65.25
2019-06-27 15:30,50.58,74.66,6.78,10.11,1.04,29.91,496.86,52.58,21.52,112.18
2019-06-27 15:45,53.5,77.16,7.67,13.36,1.14,31.58,470.68,52.36,24.54,78.03
2019-06-27 16:00,53.68,78.55,7.71,9.51,1.04,30.6,426.43,54.51,22.27,121.93
2019-06-27 16:15,52.88,79.11,7.2,10.84,1.16,29.62,391.56,54.66,23.2,94.32
2019-06-27 16:30,51.53,78.95,7,10.24,1.07,29.09,341.95,55.77,24.52,70.04
2019-06-27 16:45,48.57,78.04,6.66,9.4,1.03,29.11,300.54,58.04,22.85,72.53
2019-06-27 17:00,45.9,77.67,9.46,9.94,1.08,27.69,251.21,59.22,24.34,71.39
2019-06-27 17:15,43.76,77.07,10.84,9.89,1.18,26.21,195.7,60.39,22.5,81.61
2019-06-27 17:30,43.23,75.72,9.08,14.29,1.28,25.78,152.88,62.08,25.15,77.87
2019-06-27 17:45,41.67,73.23,8.97,19.3,1.34,25.01,116.04,62.93,20.37,70.44
2019-06-27 18:00,40.35,70.76,9.62,28.19,1.33,23.74,69.54,64.09,20.33,76.85
2019-06-27 18:15,39.64,69.58,10.13,25.81,1.15,21.85,40.1,65.87,17.35,80.32
2019-06-27 18:30,40.5,68.64,8.11,13.74,1.03,21.86,31.84,69.23,19.33,77.12
2019-06-27 18:45,40.69,66.55,8.51,12.16,1.03,20.85,23.87,71.1,18.15,68.37
2019-06-27 19:00,40.59,65.11,8.65,13.85,1.04,20.6,22.49,72.12,17.7,76.21
2019-06-27 19:15,40.64,63.89,8.93,13.19,1.03,19.06,22.43,72.81,20.99,82.86
2019-06-27 19:30,40.41,62.88,8.62,21.07,1.15,18.53,22.44,73.63,15.4,88.26
2019-06-27 19:45,41.24,60.97,10.03,11.37,1.17,16.9,22.43,74.66,14.83,89.99
2019-06-27 20:00,42.06,60.44,9.86,10.88,1.22,16.49,22.44,75.65,16.02,73.36
2019-06-27 20:15,42.02,58.93,11.14,11.02,1.26,14.43,22.42,75.8,17.24,77.7
2019-06-27 20:30,41.97,57.91,10.78,22.92,1.31,13.25,22.42,76.52,18.14,84.7
2019-06-27 20:45,41.38,56.51,9.5,11.64,1.18,14.8,22.44,76.92,18.06,80.48
2019-06-27 21:00,39.7,54.73,11.74,13.03,1.12,11.86,22.43,75.75,16.88,81.04
2019-06-27 21:15,38.8,52.87,9.2,19.01,1.21,16.07,22.43,75.71,17.23,77.82
2019-06-27 21:30,38.58,52.48,7.12,13.52,1.09,17.33,22.43,74.5,20.51,77
2019-06-27 21:45,38.18,50.58,6.72,12.57,1.06,17.32,22.43,73.73,18.77,84.39
2019-06-27 22:00,38.35,48.96,8.83,13.2,1.21,16.24,22.43,75.97,18.8,79.9
2019-06-27 22:15,39.46,48.6,8.45,10.51,1.21,15.63,22.43,76.89,19.29,72.6
2019-06-27 22:30,40.86,50.07,6.88,9.49,1.15,15.97,22.44,77.54,17.7,75.81
2019-06-27 22:45,41.11,51.11,6.77,9.27,1.03,14.87,22.45,78.17,16.18,99.19
2019-06-27 23:00,40.84,50.43,9.91,9.99,1.32,12.98,22.42,78.84,11.67,82.32
2019-06-27 23:15,41.77,49.46,10,9.9,1.14,12.12,22.41,79.59,14.59,68.81
2019-06-27 23:30,41.98,49.62,9.48,14.38,1.18,12.93,22.42,80.82,16.57,75.82
2019-06-27 23:45,42.02666667,49.81,8.79,12.96,1.125,12.38,22.43,81.6,14.395,89.38
2019-06-28 00:00,42.07333333,50,8.1,11.54,1.07,11.83,22.44,82.38,12.22,102.94
2019-06-28 00:15,42.12,50.14,8.25,10.21,1.04,11.35,22.44,82.87,13.18,66.52
2019-06-28 00:30,42.4,51.03,7.25,10.49,0.98,12.1,22.43,82.94,11.14,39.17
2019-06-28 00:45,41.45,51.13,6.67,10.6,0.97,12.88,22.43,82.98,11.32,117.41
2019-06-28 01:00,40.91,50.12,6.66,10.27,0.96,13.52,22.42,82.95,10.15,84.64
2019-06-28 01:15,39.89,48.02,6.03,9.24,0.94,14.03,22.44,82.83,13.06,98.39
2019-06-28 01:30,37.57,46.63,5.89,9.63,0.95,14.72,22.43,82.83,16.51,83.63
2019-06-28 01:45,36.33,45.2,7.17,11.25,1.02,14.43,22.42,82.81,13.43,76.91
2019-06-28 02:00,35.4,43.29,6.82,10.86,0.97,14.77,22.42,83.08,19,64.05
2019-06-28 02:15,33.94,42.62,7.23,17.79,1.01,14.38,22.41,83.53,20.49,66.61
2019-06-28 02:30,32.3,41.11,6.54,11.53,0.94,14.18,22.43,84.01,19.98,64.16
2019-06-28 02:45,31.57,40.17,6.29,10.81,0.92,13.83,22.44,84.01,18.51,67.92
2019-06-28 03:00,30.5,38.42,6.07,10.03,0.92,14.47,22.44,83.87,16.72,56.55
2019-06-28 03:15,29.32,36.67,6.21,8.46,0.9,13.7,22.46,83.45,17.66,94.25
2019-06-28 03:30,28.1,35.5,5.73,9.02,0.89,14.3,22.42,83.97,14.45,113.97
2019-06-28 03:45,28.09,34.77,5.3,8.12,0.88,14.81,22.43,83.8,20.85,70.34
2019-06-28 04:00,27.24,34.06,5.9,8.46,0.92,14.73,22.44,83.5,15.48,59.34
2019-06-28 04:15,26.88,33.01,6.96,8.55,0.92,13.38,22.44,83.69,15.65,81.68
2019-06-28 04:30,26.32,32.33,6.76,8.49,0.94,13.95,22.45,83.35,17.26,73.08
2019-06-28 04:45,28.75,32.02,8.2,8.26,0.91,13,22.44,83.73,19.72,77.63
2019-06-28 05:00,29.11857143,31.94428571,6.31,8.02,0.91,15.09,22.43,83.68,19.18,55.52
2019-06-28 05:15,29.48714286,31.86857143,6.06,9.28,0.94,15.32,22.45,83.75,16.71,74.74
2019-06-28 05:30,29.85571429,31.79285714,5.88,8.74,0.89,14.52,22.43,84.39,14.21,64.3
2019-06-28 05:45,30.22428571,31.71714286,5.67,8.42,0.89,14.79,22.72,84.54,15.94,79.21
2019-06-28 06:00,30.59285714,31.64142857,5.77,8.72,0.89,14.66,27.03,84.55,18.08,76.35
2019-06-28 06:15,30.96142857,31.56571429,6.39,8.34,0.92,14.17,38.07,84.65,12.38,81.69
2019-06-28 06:30,31.33,31.49,6.82,11,0.99,14.31,50.62,83.4,16.36,86.74
2019-06-28 06:45,29.28,32.3,7.16,9.78,0.98,14.2,74.28,84.87,16.26,95.59
2019-06-28 07:00,28.69,33.01,6.72,9.03,0.94,14.91,122.69,84.29,18.16,104.67
2019-06-28 07:15,28.36,34.05,6.89,8.68,0.95,14.67,191.63,81.94,13.41,63.43
2019-06-28 07:30,28.1,34.08,8.17,9.28,0.95,13.75,232.74,80.43,12.56,141.06
2019-06-28 07:45,28.75,35.17,7.41,9.04,1.03,16.79,250.44,78.46,15.72,69.14
2019-06-28 08:00,28.44,36.83,6.85,9.68,1.06,18.64,252.59,75.12,14.49,74.81
2019-06-28 08:15,28.6,37.92,7.43,9.11,1.03,19.99,436.38,71.54,14.02,81.16
2019-06-28 08:30,28.66,38.97,6.75,9.05,1.02,21.12,415.21,70.42,16.08,87.16
2019-06-28 08:45,28.71,40.11,7.59,9.73,1.03,20.45,399.88,70.33,16.03,75.75
2019-06-28 09:00,28.98,41.64,9.03,9.91,1.03,22.13,425.75,69.63,16.38,66.05
2019-06-28 09:15,29.62,42.7,9.01,10.84,1.05,24.53,392.72,67.34,18.45,78.84
2019-06-28 09:30,31.11,44.23,7.75,9.87,1.08,26.36,350.22,66.36,17.68,80.1
2019-06-28 09:45,31.78,45.67,6.59,10.23,1.11,28.85,495.62,61.78,22.75,78.72
2019-06-28 10:00,32.63,46.93,5.86,10.41,1.06,29.78,662.46,58.93,16.76,83.68
2019-06-28 10:15,33.94,48.13,5.49,9.3,1.01,31.37,575.89,57.71,23.56,78
2019-06-28 10:30,34.78,50.04,5.73,9.81,1.02,31.41,511.44,57.46,19.22,82.63
2019-06-28 10:45,35.12,51.4,6.73,9.7,1.08,29.57,677.05,53.91,18.17,96.67
2019-06-28 11:00,35.41,52.16,11.17,10.86,1.27,29.37,699.05,55.04,18.14,81.73
2019-06-28 11:15,37.14,54.02,10.04,10.82,1.39,30.1,686.4,54.85,18.35,81.33
2019-06-28 11:30,38.74,55.93,8.03,10.6,1.37,31.84,775.26,55.41,20.58,80.22
2019-06-28 11:45,39.65,58.7,6.7,9.56,1.09,33.29,797.69,57.52,18.86,91.27
2019-06-28 12:00,40.04,60.78,5.46,9.75,1.08,34.72,773.5,56.14,20.27,84.43
2019-06-28 12:15,39.79,62.38,6.14,9.73,1.08,34.98,756.57,54.24,26.01,81.86
2019-06-28 12:30,39.33,63.22,8.32,11.08,1.27,34.92,737.57,52.14,19.04,79.41
2019-06-28 12:45,43.66,63.28,7.36,11.22,1.17,36.67,780.61,49.66,23.17,77.91
2019-06-28 13:00,49.15,63.77,5.75,10.31,1.08,40.28,876.62,52.66,24.09,71.33
2019-06-28 13:15,52.3,65.5,5.77,9.63,1.05,40.04,879.66,52.33,23.07,88.53
2019-06-28 13:30,52.79,66.05,6.01,9.67,1.03,39.44,850.89,49.47,22.45,66.49
2019-06-28 13:45,52.27,66.68,7.77,10.23,1.13,38.49,740.93,51.55,22.06,84.34
2019-06-28 14:00,51.2,67.3,8.77,15.02,1.18,37.74,768.32,52.74,20.04,83.71
2019-06-28 14:15,50.07,67.44,9.22,18.59,1.23,37.61,761.96,53.01,19.24,77.07
2019-06-28 14:30,48.85,67.91,8.14,17.95,1.39,37.87,701.95,55.93,26.58,80.46
2019-06-28 14:45,47.21,68.35,7.23,20.61,1.2,37.55,649.79,56.79,21.59,80.62
2019-06-28 15:00,47.41,70.28,6.12,11.96,1.11,38.07,547.73,59.09,25.91,74.95
2019-06-28 15:15,46.66,71.98,5.49,11.86,1.06,38.56,500.54,58.6,23.64,71.15
2019-06-28 15:30,45.63,72.15,6.08,14.96,1.06,35.05,501.26,60.52,22.82,75.9
2019-06-28 15:45,44.62,71.7,5.68,18,1.07,34.2,493.91,58.06,21.97,94.41
2019-06-28 16:00,43,71.58,7.04,20.28,1.12,33.32,462.97,57.75,21.05,74.17
2019-06-28 16:15,41.8,72.38,4.86,16.13,1.11,34.36,416.43,60.61,22.38,84.25
2019-06-28 16:30,41.5,73.46,5.33,13.2,1.05,33.86,363.83,62.12,22.06,75.83
2019-06-28 16:45,41.75,73.86,6.9,11.8,1.09,34.37,315.01,60.96,23.9,81.96
2019-06-28 17:00,42.58,74.94,10.56,11.66,1.25,30.4,263.44,60.36,17.62,72.65
2019-06-28 17:15,43.16,76.67,9.9,10.96,1.41,30.69,218.19,59.75,21.12,85.16
2019-06-28 17:30,43.2,77.21,11.78,12.39,1.44,29.03,172.78,59.57,16.72,83.57
2019-06-28 17:45,43.77,76.7,7,18.16,1.24,28.54,121.1,61.78,22.18,81.21
2019-06-28 18:00,43.07,75.86,6.54,10.46,1.1,28.26,92.74,63.96,16.49,106.06
2019-06-28 18:15,44.61,74.87,5.99,10.95,1.05,28.57,61.85,65.79,17.58,71.4
2019-06-28 18:30,49.3,72.85,6.8,11.22,1.05,27.5,38.33,66.45,19.04,87.83
2019-06-28 18:45,51.44,71.19,8.52,14.45,1.08,25.56,24.98,68.9,17.32,84.6
2019-06-28 19:00,52.24,69.05,9.92,19.61,1.14,23.36,22.48,69.54,15.41,87.35
2019-06-28 19:15,52.63,68.27,9.08,18.36,1.13,22.34,22.42,70.21,15.9,63.37
2019-06-28 19:30,52.34,68.85,8.02,13.49,1.06,22.11,22.43,71.84,16.06,78.35
2019-06-28 19:45,51.21,67.4,8.8,14.04,1.1,20.93,22.43,73.65,18.66,76.54
2019-06-28 20:00,51.13,66.37,11.88,11.73,1.33,19.98,22.43,76.15,17.18,79.53
2019-06-28 20:15,51.31,65.82,13.24,12.5,1.64,18.02,22.43,76.46,13.52,77.93
2019-06-28 20:30,50.72,65.84,9.47,10.51,1.3,16.29,22.41,76.67,16.19,72.2
2019-06-28 20:45,50.46,65.41,9.35,10.53,1.24,17.1,22.42,79.33,17.85,67.95
2019-06-28 21:00,51.57,65.22,10.45,10.44,1.35,17.88,22.41,79.97,16.18,76.63
2019-06-28 21:15,51.8,65.06,8.25,10.11,1.35,18.31,22.42,78.99,17,76.87
2019-06-28 21:30,50.51,64.6,8.22,9.97,1.04,15.3,22.43,80.48,12.38,76.87
2019-06-28 21:45,48.73,63.65,8.97,9.94,1.03,14.05,22.41,81.17,10.49,63.24
2019-06-28 22:00,47.74,61.62,9.97,9.69,1.17,14.75,22.43,81.53,14.81,94.51
2019-06-28 22:15,46.66,59.24,11.04,10,1.23,14.08,22.42,83.1,14.84,79.95
2019-06-28 22:30,45.85,58.24,10.06,10.31,1.31,14.57,22.43,84.14,16.24,85.3
2019-06-28 22:45,45.59,57.5,9.7,10.36,1.25,14.97,22.41,83.73,18.08,74.22
2019-06-28 23:00,45.76,56.71,10.3,10.77,1.36,15.6,22.41,84.87,16.89,62.99
2019-06-28 23:15,46.32,56.47,8.9,9.88,1.19,15.12,22.41,84.3,18.53,67.47
2019-06-28 23:30,46.82,55.67,9.93,10.37,1.17,14.21,22.43,83.11,15.95,72.03
2019-06-28 23:45,46.15666667,54.87,8.26,10.605,1.085,15.06,22.425,83.07,15.735,75.005
2019-06-29 00:00,45.49333333,54.07,6.59,10.84,1,15.91,22.42,83.03,15.52,77.98
2019-06-29 00:15,44.83,53.4,7.17,14.02,1.06,18.13,22.42,82.61,19.33,64.05
2019-06-29 00:30,43.17,50.64,7.86,11.57,1.02,15.73,22.43,83.1,18.14,89.51
2019-06-29 00:45,42.04,50.84,6.86,10.93,0.95,15.69,22.42,83.4,18.1,68.4
2019-06-29 01:00,40.92,51.3,6.52,10.02,0.97,16.55,22.4,82.99,16.85,83.17
2019-06-29 01:15,38.44,50.33,6.97,10.02,1,15.94,22.43,83.04,15.2,66.37
2019-06-29 01:30,36.62,49.06,8.67,15.95,1.11,15.32,22.41,83.35,16.06,82.69
2019-06-29 01:45,37.29,48.38,8.69,15.95,1.05,14.82,22.42,84.07,16.64,73.83
2019-06-29 02:00,37.35,47.36,7.81,11.52,0.96,13.35,22.4,84.71,15.44,88.47
2019-06-29 02:15,36.88,46.04,6.04,10.98,0.96,15.29,22.42,85.5,15.49,65.41
2019-06-29 02:30,36.53,44.26,6.14,10.81,0.99,14.42,22.42,85.63,15.54,61.16
2019-06-29 02:45,35.62,42.9,7.4,11.54,1.11,14.3,22.42,85.66,15.89,70.7
2019-06-29 03:00,39.66,41.26,5.81,9.53,0.92,14.29,22.41,85.4,14.95,73.41
2019-06-29 03:15,40.04,40.14333333,6.56,9.06,0.89,12.03,22.41,85.9,15.56,48.71
2019-06-29 03:30,40.42,39.02666667,7.31,9.35,0.89,11.86,22.41,86.35,14.92,62.62
2019-06-29 03:45,40.8,37.91,6.79,10.94,0.91,12.43,22.44,87.4,19.12,80.6
2019-06-29 04:00,38.055,36.64,6.93,9.08,0.88,12.81,22.44,86.83,15.3,85.9
2019-06-29 04:15,35.31,35.37,7.13,8.9,0.89,12.89,22.43,87.09,14.59,69.8
2019-06-29 04:30,32.63,35.26,7.43,9.3,1.01,15.47,22.44,86.87,14.65,72.73
2019-06-29 04:45,31.15,34.94,8.7,9.87,1.09,14.61,22.42,86.58,16.34,60.44
2019-06-29 05:00,30.09,35.32,7.21,10.12,1.22,15.83,22.42,86.44,16.36,80.15
2019-06-29 05:15,29.14,34.61,6.95,11.36,1.07,15.05,22.42,86.34,14.61,79.28
2019-06-29 05:30,29.09,34.97,6.33,11.87,1.01,15.19,22.42,86.02,15.61,61.82
2019-06-29 05:45,29.17,35.62,5.94,11.91,0.97,15.28,22.86,86.07,15.04,72.76
2019-06-29 06:00,28.14,36.04,5.97,9.91,0.91,14.77,25.34,86.24,14.11,72.81
2019-06-29 06:15,27.73,36.49,7.12,10.58,0.99,14.96,31.63,86.57,16.17,79.74
2019-06-29 06:30,28.34,37.04,6.97,9.91,0.98,15.19,40.98,86.83,16.87,66.63
2019-06-29 06:45,28.38,37.61,5.83,9.98,1.02,15.89,63.58,86.85,14.65,64.81
2019-06-29 07:00,28.81,39,5.33,9.3,0.94,16.94,110.7,85.62,14.03,96.03
2019-06-29 07:15,28.73,40.05,6.54,9.66,1.01,16.4,155.84,84.05,16.17,72.79
2019-06-29 07:30,28.87,40.02,7.39,9.9,1,16.32,204.72,82.73,14.8,85.58
2019-06-29 07:45,29.48,40.85,7.88,10.05,1.06,17.72,240.64,81.61,14.32,85.37
2019-06-29 08:00,33.68,41.96,8.2,10.64,1.15,18.45,319.91,79,14.33,71.42
2019-06-29 08:15,39.26,43.41,9.47,10.87,1.04,19.51,377.98,76.29,17.71,75.34
2019-06-29 08:30,42.08,44.28,7.07,9.86,0.97,20.29,416.54,72.97,14.68,62.76
2019-06-29 08:45,42.68,44.5,7.98,9.72,0.97,22.16,478.76,72.39,17.13,62.1
2019-06-29 09:00,41.76,45.22,7.44,10.31,0.99,22.99,544.09,69.77,12.09,111.5
2019-06-29 09:15,40.32,45.91,6.9,9.77,1.01,26.21,585.3,66.94,12.27,85.19
2019-06-29 09:30,39.36,47.39,5.86,10.12,1,29.16,622.06,63.44,18.93,65.7
2019-06-29 09:45,39.04,48.28,5.19,10.02,1.03,30.03,670.21,59.96,16.4,98.52
2019-06-29 10:00,38.14,49.26,4.57,9.68,0.96,31.66,706.92,59.32,17.95,78.58
2019-06-29 10:15,37.37,51.35,8.12,11.6,1.03,33.04,729.53,60.7,20.12,69.36
2019-06-29 10:30,37.19,53.5,6.57,14.52,1.01,34.75,764.83,60.07,23.13,72.45
2019-06-29 10:45,36.7,54.3,5.9,12.07,0.98,34.67,809.08,58.51,21.26,69.94
2019-06-29 11:00,36.48,54.97,8.06,11.48,1.09,33.63,823.34,54.8,20.78,92.14
2019-06-29 11:15,35.89,56.89,9.88,10.98,1.15,32.77,847.53,53.79,20.41,89.58
2019-06-29 11:30,36.37,58.62,6.94,10.71,1.07,37,858.54,54.92,19.01,90.05
2019-06-29 11:45,37.35,59.78,6.35,11.2,1.13,39.27,624.1,53.4,23.15,94.83
2019-06-29 12:00,37.1,61.86,6.58,10.76,1.08,39.1,604.75,54.9,18.1,101.02
2019-06-29 12:15,37.06,63.63,7.24,12.29,1.09,42.85,682.53,54.91,22.81,107.87
2019-06-29 12:30,38.44,65.38,8.18,14.88,1.14,42.1,774.15,53.95,22.74,77.5
2019-06-29 12:45,38.36,66.37,5.7,12.67,1.05,43.18,894.61,50.51,22.89,96.45
2019-06-29 13:00,38.14,66.96,4.31,11.13,0.97,43.11,888.21,46.58,23.7,67.94
2019-06-29 13:15,37.27,66.19,4.53,10.88,1.01,42.02,807.46,43.37,23.29,95.77
2019-06-29 13:30,36.39,65.85,5.69,9.82,0.96,42.36,700.63,46.95,23.38,68.46
2019-06-29 13:45,37.16,67.24,4.14,9.31,0.98,43.56,775.59,51.81,21.75,74.95
2019-06-29 14:00,37.69,68.78,5.02,9.53,0.99,43.9,761.63,51.06,23.73,74.72
2019-06-29 14:15,37.76,70.42,7.12,10.5,1.14,44.19,759.07,52.03,23.53,72.38
2019-06-29 14:30,37.75,71.29,7.73,9.89,1.16,39.71,742.31,48.39,19.9,124.5
2019-06-29 14:45,38.37,71.91,6.88,9.64,1.09,40.97,665.17,49.73,18.77,81.36
2019-06-29 15:00,38.35,71.24,5.6,9.75,1.07,40.28,662.45,50.04,22.64,79.5
2019-06-29 15:15,38.39,70.25,5.23,9.73,1.05,40.22,602.55,48.87,24.39,67.02
2019-06-29 15:30,37.06,69.35,5.6,9.68,0.99,39.25,602.6,49.62,23.01,68.75
2019-06-29 15:45,36.72,69.06,7,13.26,1.03,39.94,526.77,50.48,24.97,73.5
2019-06-29 16:00,36.96,68.47,7.55,20.98,1.08,39.64,409.19,52.1,24.25,73.31
2019-06-29 16:15,37.54,68.88,6.45,19.69,1.11,39.81,381.83,53.56,24.87,92.4
2019-06-29 16:30,38.43,69.52,5.94,14.11,1.04,37.87,315.49,54.88,24.1,74.47
2019-06-29 16:45,39.38,70.56,5.25,10.91,0.94,37.51,285.2,55.26,29.1,67.79
2019-06-29 17:00,40.1,70.65,7,10.71,0.95,37.54,207.06,55.85,25.68,79.55
2019-06-29 17:15,40,71.94,8.79,11.07,1.05,34.79,210.83,58.3,25.56,91.14
2019-06-29 17:30,39.68,72.12,11.85,10.88,1.4,33.76,175.43,57.7,23.8,94.1
2019-06-29 17:45,39,72.36,13.36,11.64,1.69,33.11,129.64,59.11,24.43,82.29
2019-06-29 18:00,39.96,71.67,7.68,11.32,1.39,31.3,67.09,61.47,20.24,81.57
2019-06-29 18:15,40.56,71.05,7.44,11.26,1.22,29.45,49.95,63.17,25.08,94.14
2019-06-29 18:30,41.85,70.75,9.11,11.33,1.18,25.85,33.86,65.83,20.15,104.57
2019-06-29 18:45,43.78,71.2,8.52,12.04,1.1,24.21,23.41,69.29,22.77,71.55
2019-06-29 19:00,45.5,72.22,18,11.88,1.07,15.75,22.45,72.34,17,67.15
2019-06-29 19:15,47.04,71.37,13.44,10.76,1.02,16.99,22.43,74.02,19.34,73.46
2019-06-29 19:30,46.74,69.66,12.14,12.42,1.08,18.95,22.42,73.92,15.01,84.24
2019-06-29 19:45,48.27,68.49,12.09,13.86,1.05,17.19,22.43,74.26,11.86,72.82
2019-06-29 20:00,51.56,66.12,9.54,13.52,1.07,20.02,22.42,75.03,15.86,59.36
2019-06-29 20:15,58.97,64.6,9.98,11.2,0.98,17.62,22.42,77.48,14.22,95.39
2019-06-29 20:30,60.82,61.5,10.11,10.9,1.01,16.41,22.41,78.88,10.4,51.05
2019-06-29 20:45,58.21,58.92,9.57,11.17,1.03,16.87,22.41,78.73,12.89,63.58
2019-06-29 21:00,55.6,56.34,8.62,10.31,0.98,16.33,22.4,81.06,10.75,102.73
2019-06-29 21:15,52.99,53.76,9.09,10.46,1.01,16.16,22.39,81.74,15.67,91.24
2019-06-29 21:30,50.38,51.18,7.71,10.74,0.97,16.91,22.4,81.58,18.18,64.29
2019-06-29 21:45,45.86,49.18,8.87,10.41,1.05,16.5,22.42,82.12,15.68,60.22
2019-06-29 22:00,43.58,47.02,7.75,10.03,1.04,16.8,22.41,81.55,11.82,63.52
2019-06-29 22:15,40.43,44.93,7.97,9.74,1.02,16,22.42,81.86,12.74,74.97
2019-06-29 22:30,37.62,42.68,9.1,9.82,1.03,14.97,22.43,82.52,14.24,104.8
2019-06-29 22:45,35.57,41.46,7.44,9.48,0.96,16.55,22.42,82.74,14.91,52.69
2019-06-29 23:00,33.24,40.51,7.17,8.78,0.93,16.51,22.39,83.77,16.34,60.74
2019-06-29 23:15,31.47,38.81,6.8,9.1,0.92,16.71,22.41,84.34,15.17,61.82
2019-06-29 23:30,30.19,36.95,7.76,9.63,0.95,14.89,22.43,84.96,11.16,66.94
2019-06-29 23:45,29.96,35.84,7.05,9.495,0.935,15.68,22.43,84.735,12.6,67.635
2019-06-30 00:00,29.73,34.73,6.34,9.36,0.92,16.47,22.43,84.51,14.04,68.33
2019-06-30 00:15,29.5,34.45,6.17,10.01,0.9,15.23,22.41,84.5,8.66,126.95
2019-06-30 00:30,28.37,32.39,8.74,10,0.92,12.21,22.42,85.18,15.76,65.29
2019-06-30 00:45,27.03,31.25,8.11,9.55,0.93,14.41,22.44,85.19,12.24,84.64
2019-06-30 01:00,26.14,30.53,6.03,9.56,0.93,17.12,22.41,86.05,15.76,79.36
2019-06-30 01:15,25.26,29.59,6.08,10.95,0.94,17.31,22.4,85.59,16.39,65
2019-06-30 01:30,24.93,29.41,5.76,10.07,0.92,17.62,22.42,85.27,13.21,69.42
2019-06-30 01:45,24.62,29.3,5.72,9.87,0.9,17.37,22.4,85.04,12.38,55.64
2019-06-30 02:00,23.8,29.27,5.73,10.17,0.94,17.01,22.42,85.23,11.26,60.55
2019-06-30 02:15,23.28,28.66,6.76,10.48,0.95,15.36,22.4,86.19,12.3,66.9
2019-06-30 02:30,23.56,28.27,5.04,8.99,0.89,16.72,22.42,86.22,12.01,76.2
2019-06-30 02:45,23.87,28.2,5.75,9.26,0.97,18.2,22.43,85.52,11.35,48.6
2019-06-30 03:00,23.15,27.87,5.46,9.68,0.98,18.98,22.44,84.43,11.53,66.76
2019-06-30 03:15,22.76,27.99,5.66,9.75,0.89,19.38,22.41,85.23,15.05,70.36
2019-06-30 03:30,23.24,28.99,5.89,18.58,0.95,23.38,22.42,85.85,12.34,57.58
2019-06-30 03:45,23.66,29.27,3.83,11.28,0.86,25.54,22.42,82.75,12.31,70.88
2019-06-30 04:00,23.95,28.98,4.04,12.3,0.87,26.17,22.43,78.85,13.76,77.41
2019-06-30 04:15,24.462,29.107,7.91,14.85,1.09,23.28,22.42,79.64,10.26,71.42
2019-06-30 04:30,24.974,29.234,5.39,11.05,0.88,23.49,22.45,79.9,12.66,61.97
2019-06-30 04:45,25.486,29.361,4.15,10.42,0.85,23.03,22.42,81.41,12.02,55.25
2019-06-30 05:00,25.998,29.488,4.87,9.18,0.85,19.72,22.42,83.19,10.94,79.29
2019-06-30 05:15,26.51,29.615,5.16,9.43,0.87,21.09,22.41,84.89,12.89,57.85
2019-06-30 05:30,27.022,29.742,5.81,15.1,0.98,21.96,22.42,85.32,14.35,70.89
2019-06-30 05:45,27.534,29.869,5.74,11.54,0.89,20.32,22.56,84.01,12.8,53.65
2019-06-30 06:00,28.046,29.996,6.01,11.8,0.97,18.86,24.77,85.44,10.72,70.62
2019-06-30 06:15,28.558,30.123,8.93,13.78,1.2,17.15,32.96,86.97,13.31,83.14
2019-06-30 06:30,29.07,30.25,7.32,12.61,1.3,19.34,54.03,86.48,13.73,79.72
2019-06-30 06:45,30.25,33.24,6.87,13.24,1.21,21.55,66.79,82.29,11.47,99.52
2019-06-30 07:00,31.06,36.2,7,11.83,1.09,19.36,77.8,80.78,9.97,105.49
2019-06-30 07:15,31.42,38.06,7.58,10.78,1.11,19.49,84.07,80.24,10.52,82.34
2019-06-30 07:30,31.86,39.39,5.46,9.78,0.92,17.76,137.36,82.2,12.71,58.66
2019-06-30 07:45,30.93,39.21,7.99,11.26,1.09,19.84,192.11,82.16,13.72,69.07
2019-06-30 08:00,29.87,39.02,8.49,12.08,1.35,22.7,230.93,77.58,13.12,79.01
2019-06-30 08:15,28.96,38.46,6.28,10.81,1.09,22.01,256.86,76.28,11.08,64.85
2019-06-30 08:30,28.15,37.38,6.39,10.67,1.03,21.36,242.34,78.06,13.22,68.31
